date,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,district,latitude
2016-02-28,22.66,0.0,0.73,16.38,Baghpat,28.94
2016-02-29,22.83,0.0,0.9,16.64,Baghpat,28.94
2016-03-01,22.83,0.0,1.41,17.15,Baghpat,28.94
2016-03-02,24.37,0.0,1.36,17.61,Baghpat,28.94
2016-03-03,24.5,0.0,2.07,17.54,Baghpat,28.94
2016-03-04,25.03,0.0,2.05,18.26,Baghpat,28.94
2016-03-05,24.42,1.17,1.76,15.2,Baghpat,28.94
2016-03-06,24.63,0.39,1.84,15.56,Baghpat,28.94
2016-03-07,23.21,0.33,1.73,18.66,Baghpat,28.94
2016-03-08,23.07,0.0,2.19,17.92,Baghpat,28.94
2016-03-09,22.49,0.0,1.94,20.56,Baghpat,28.94
2016-03-10,24.64,0.0,2.24,20.12,Baghpat,28.94
2016-03-11,26.4,3.29,1.81,15.41,Baghpat,28.94
2016-03-12,25.35,16.54,2.61,18.34,Baghpat,28.94
2016-03-13,22.54,0.78,2.18,20.21,Baghpat,28.94
2016-03-14,22.47,1.07,1.15,16.68,Baghpat,28.94
2016-03-15,20.72,0.0,2.11,20.01,Baghpat,28.94
2016-03-16,21.12,0.0,3.01,22.06,Baghpat,28.94
2016-03-17,23.13,0.75,1.63,17.61,Baghpat,28.94
2016-03-18,25.91,0.1,2.05,18.7,Baghpat,28.94
2016-03-19,27.07,0.65,0.85,17.58,Baghpat,28.94
2016-03-20,26.54,0.56,1.34,21.56,Baghpat,28.94
2016-03-21,23.59,0.01,4.29,23.33,Baghpat,28.94
2016-03-22,22.5,0.0,4.39,25.92,Baghpat,28.94
2016-03-23,23.43,0.0,2.62,25.05,Baghpat,28.94
2016-03-24,26.35,0.0,1.22,23.33,Baghpat,28.94
2016-03-25,27.29,0.0,0.95,22.08,Baghpat,28.94
2016-03-26,25.02,0.0,2.33,14.19,Baghpat,28.94
2016-03-27,24.82,0.01,1.97,22.11,Baghpat,28.94
2016-03-28,24.58,0.0,2.0,24.63,Baghpat,28.94
2016-03-29,26.06,0.0,2.16,23.4,Baghpat,28.94
2016-03-30,27.69,0.0,1.79,20.75,Baghpat,28.94
2016-03-31,29.18,0.0,1.53,23.06,Baghpat,28.94
2016-04-01,29.86,0.0,2.75,23.72,Baghpat,28.94
2016-04-02,31.58,0.0,1.99,22.38,Baghpat,28.94
2016-04-03,32.96,0.0,1.51,19.9,Baghpat,28.94
2016-04-04,30.97,0.0,1.72,21.35,Baghpat,28.94
2016-04-05,30.17,0.0,3.07,20.2,Baghpat,28.94
2016-04-06,29.55,0.14,2.13,21.66,Baghpat,28.94
2016-04-07,30.14,0.0,2.17,24.27,Baghpat,28.94
2016-04-08,28.43,0.15,1.6,25.69,Baghpat,28.94
2016-04-09,30.12,0.0,2.2,25.49,Baghpat,28.94
2016-04-10,30.26,0.0,2.75,19.13,Baghpat,28.94
2016-04-11,29.38,0.0,3.68,24.91,Baghpat,28.94
2016-04-12,28.99,0.0,4.16,26.88,Baghpat,28.94
2016-04-13,30.3,0.0,4.33,27.42,Baghpat,28.94
2016-04-14,31.61,0.0,3.38,26.35,Baghpat,28.94
2016-04-15,33.03,0.0,2.84,23.72,Baghpat,28.94
2016-04-16,34.0,0.0,2.73,24.65,Baghpat,28.94
2016-04-17,34.54,0.0,1.8,20.86,Baghpat,28.94
2016-04-18,34.18,0.01,2.25,22.58,Baghpat,28.94
2016-04-19,33.89,0.19,1.6,20.02,Baghpat,28.94
2016-04-20,33.9,0.0,3.61,24.93,Baghpat,28.94
2016-04-21,32.98,0.0,4.57,26.93,Baghpat,28.94
2016-04-22,33.98,0.0,2.53,24.94,Baghpat,28.94
2016-04-23,30.84,0.37,3.08,27.63,Baghpat,28.94
2016-04-24,30.35,0.0,2.81,28.15,Baghpat,28.94
2016-04-25,31.15,0.0,2.8,26.96,Baghpat,28.94
2016-04-26,32.29,0.0,1.77,23.73,Baghpat,28.94
2016-04-27,32.85,0.0,2.12,21.55,Baghpat,28.94
2016-04-28,32.95,0.0,2.97,24.9,Baghpat,28.94
2016-04-29,33.17,0.0,2.52,25.23,Baghpat,28.94
2016-04-30,32.56,0.0,2.13,25.72,Baghpat,28.94
2016-05-01,33.88,0.0,2.73,27.54,Baghpat,28.94
2016-05-02,35.44,0.0,2.15,26.42,Baghpat,28.94
2016-05-03,34.83,0.59,2.15,17.7,Baghpat,28.94
2016-05-04,33.55,6.05,2.66,20.31,Baghpat,28.94
2016-05-05,32.46,4.48,2.03,21.8,Baghpat,28.94
2016-05-06,31.09,0.53,1.98,20.16,Baghpat,28.94
2016-05-07,31.63,0.01,1.75,22.41,Baghpat,28.94
2016-05-08,33.03,0.0,1.8,23.16,Baghpat,28.94
2016-05-09,34.46,0.02,2.1,19.7,Baghpat,28.94
2016-05-10,34.69,0.13,1.74,22.84,Baghpat,28.94
2016-05-11,34.15,2.6,1.48,24.03,Baghpat,28.94
2016-05-12,34.67,0.0,1.75,25.21,Baghpat,28.94
2016-05-13,36.17,0.03,1.67,25.38,Baghpat,28.94
2016-05-14,36.53,0.0,2.04,25.88,Baghpat,28.94
2016-05-15,36.75,0.0,2.56,25.6,Baghpat,28.94
2016-05-16,36.61,0.0,2.79,26.79,Baghpat,28.94
2016-05-17,36.95,0.0,3.07,28.58,Baghpat,28.94
2016-05-18,37.78,0.0,2.3,28.74,Baghpat,28.94
2016-05-19,38.49,0.0,2.06,27.56,Baghpat,28.94
2016-05-20,38.01,0.0,2.05,25.74,Baghpat,28.94
2016-05-21,38.51,2.25,1.99,25.8,Baghpat,28.94
2016-05-22,38.92,0.01,2.12,25.88,Baghpat,28.94
2016-05-23,37.32,3.34,1.7,19.52,Baghpat,28.94
2016-05-24,34.46,7.04,2.04,21.74,Baghpat,28.94
2016-05-25,33.88,0.0,2.42,21.63,Baghpat,28.94
2016-05-26,35.08,1.07,2.01,23.4,Baghpat,28.94
2016-05-27,37.39,0.0,4.02,23.71,Baghpat,28.94
2016-05-28,36.72,0.1,3.56,23.38,Baghpat,28.94
2016-05-29,34.05,15.53,1.84,22.03,Baghpat,28.94
2016-05-30,32.18,2.82,1.87,15.11,Baghpat,28.94
2016-05-31,33.65,0.0,2.37,23.35,Baghpat,28.94
2016-06-01,35.35,0.0,2.62,25.17,Baghpat,28.94
2016-06-02,36.33,0.0,3.72,25.41,Baghpat,28.94
2016-06-03,36.25,0.05,1.93,26.18,Baghpat,28.94
2016-06-04,37.28,0.2,1.4,25.81,Baghpat,28.94
2016-06-05,38.28,0.04,0.99,24.68,Baghpat,28.94
2016-06-06,37.19,2.13,1.62,21.98,Baghpat,28.94
2016-06-07,35.08,4.64,1.44,25.46,Baghpat,28.94
2016-06-08,36.79,0.09,1.55,25.22,Baghpat,28.94
2016-06-09,37.86,0.22,2.02,24.26,Baghpat,28.94
2016-06-10,38.95,0.11,2.23,24.15,Baghpat,28.94
2016-06-11,37.98,0.86,3.08,22.43,Baghpat,28.94
2016-06-12,37.87,0.01,3.34,23.31,Baghpat,28.94
2016-06-13,37.45,0.91,4.01,22.56,Baghpat,28.94
2016-06-14,35.78,0.67,3.8,19.0,Baghpat,28.94
2016-06-15,35.43,11.26,1.91,19.67,Baghpat,28.94
2016-06-16,33.54,12.4,1.76,23.53,Baghpat,28.94
2016-06-17,35.62,0.07,1.18,22.67,Baghpat,28.94
2016-06-18,36.02,0.09,1.46,23.07,Baghpat,28.94
2016-06-19,35.9,0.22,2.03,21.2,Baghpat,28.94
2016-06-20,36.3,1.42,1.72,12.25,Baghpat,28.94
2016-06-21,35.3,1.46,2.38,19.02,Baghpat,28.94
2016-06-22,34.68,0.97,1.42,21.28,Baghpat,28.94
2016-06-23,35.65,0.06,2.19,18.16,Baghpat,28.94
2016-06-24,37.2,0.0,1.93,22.13,Baghpat,28.94
2016-06-25,36.89,0.63,1.15,21.24,Baghpat,28.94
2016-06-26,35.56,3.5,1.54,19.46,Baghpat,28.94
2016-06-27,35.18,6.59,1.48,17.27,Baghpat,28.94
2016-06-28,33.76,10.3,1.64,15.02,Baghpat,28.94
2016-06-29,35.44,1.48,1.45,24.19,Baghpat,28.94
2016-06-30,36.53,1.95,1.63,22.68,Baghpat,28.94
2016-07-01,34.98,15.71,2.01,17.0,Baghpat,28.94
2016-07-02,32.93,12.6,1.8,10.5,Baghpat,28.94
2016-07-03,31.92,9.86,1.03,11.51,Baghpat,28.94
2016-07-04,30.2,22.06,0.76,15.88,Baghpat,28.94
2016-07-05,34.07,0.26,2.02,20.26,Baghpat,28.94
2016-07-06,35.69,1.05,1.64,18.24,Baghpat,28.94
2016-07-07,34.93,0.69,1.59,20.33,Baghpat,28.94
2016-07-08,35.36,1.09,1.32,11.35,Baghpat,28.94
2016-07-09,34.44,2.49,1.17,19.62,Baghpat,28.94
2016-07-10,34.03,3.7,1.62,18.48,Baghpat,28.94
2016-07-11,33.65,1.01,2.25,14.43,Baghpat,28.94
2016-07-12,32.08,0.91,2.28,16.79,Baghpat,28.94
2016-07-13,32.21,3.46,1.6,18.85,Baghpat,28.94
2016-07-14,30.63,8.15,0.76,16.71,Baghpat,28.94
2016-07-15,31.84,7.55,1.55,14.14,Baghpat,28.94
2016-07-16,30.27,23.3,1.43,5.71,Baghpat,28.94
2016-07-17,28.13,88.19,1.37,7.98,Baghpat,28.94
2016-07-18,28.68,7.6,2.54,16.21,Baghpat,28.94
2016-07-19,29.78,0.03,3.14,23.52,Baghpat,28.94
2016-07-20,30.57,0.0,2.71,23.49,Baghpat,28.94
2016-07-21,30.91,4.63,2.32,22.51,Baghpat,28.94
2016-07-22,28.73,25.04,1.81,20.44,Baghpat,28.94
2016-07-23,29.58,4.06,1.81,19.21,Baghpat,28.94
2016-07-24,28.96,2.92,1.03,16.55,Baghpat,28.94
2016-07-25,30.19,1.96,0.98,15.56,Baghpat,28.94
2016-07-26,29.1,1.94,1.87,13.63,Baghpat,28.94
2016-07-27,27.77,3.84,2.14,9.24,Baghpat,28.94
2016-07-28,27.72,21.11,0.52,15.09,Baghpat,28.94
2016-07-29,28.36,31.65,0.7,8.74,Baghpat,28.94
2016-07-30,27.45,16.22,0.95,11.8,Baghpat,28.94
2016-07-31,28.28,6.12,0.8,12.04,Baghpat,28.94
2016-08-01,28.13,8.38,2.07,13.72,Baghpat,28.94
2016-08-02,28.1,2.66,2.12,18.48,Baghpat,28.94
2016-08-03,29.13,0.86,1.41,24.55,Baghpat,28.94
2016-08-04,29.53,0.3,1.44,24.43,Baghpat,28.94
2016-08-05,30.13,8.27,0.8,24.13,Baghpat,28.94
2016-08-06,29.8,7.82,1.14,12.41,Baghpat,28.94
2016-08-07,29.39,1.94,1.25,23.49,Baghpat,28.94
2016-08-08,29.44,0.67,1.35,21.5,Baghpat,28.94
2016-08-09,28.76,4.5,1.67,16.71,Baghpat,28.94
2016-08-10,27.88,10.68,2.2,15.79,Baghpat,28.94
2016-08-11,27.9,11.69,1.7,10.19,Baghpat,28.94
2016-08-12,28.26,12.96,1.28,13.32,Baghpat,28.94
2016-08-13,28.78,3.6,1.35,13.96,Baghpat,28.94
2016-08-14,28.68,2.2,1.35,12.62,Baghpat,28.94
2016-08-15,29.05,0.93,2.3,21.01,Baghpat,28.94
2016-08-16,28.97,0.12,2.64,22.29,Baghpat,28.94
2016-08-17,28.43,6.28,1.7,12.35,Baghpat,28.94
2016-08-18,28.68,4.36,0.9,13.59,Baghpat,28.94
2016-08-19,29.46,0.33,1.17,18.75,Baghpat,28.94
2016-08-20,28.99,0.16,1.78,21.96,Baghpat,28.94
2016-08-21,28.66,0.03,1.56,22.86,Baghpat,28.94
2016-08-22,28.86,0.68,1.06,22.04,Baghpat,28.94
2016-08-23,29.27,0.28,0.74,15.92,Baghpat,28.94
2016-08-24,27.79,3.52,2.39,13.19,Baghpat,28.94
2016-08-25,29.27,0.51,1.06,19.28,Baghpat,28.94
2016-08-26,29.44,1.16,0.93,17.49,Baghpat,28.94
2016-08-27,29.16,1.94,1.61,21.21,Baghpat,28.94
2016-08-28,28.54,0.08,1.11,18.63,Baghpat,28.94
2016-08-29,28.98,10.65,1.06,14.45,Baghpat,28.94
2016-08-30,28.57,9.41,0.79,14.28,Baghpat,28.94
2016-08-31,27.48,17.18,1.36,9.22,Baghpat,28.94
2016-09-01,27.94,23.17,1.09,10.01,Baghpat,28.94
2016-09-02,27.53,0.13,2.55,19.63,Baghpat,28.94
2016-09-03,27.02,0.0,2.59,23.13,Baghpat,28.94
2016-09-04,26.92,0.12,2.37,22.73,Baghpat,28.94
2016-09-05,27.3,0.89,2.36,21.61,Baghpat,28.94
2016-09-06,27.53,0.0,2.72,20.98,Baghpat,28.94
2016-09-07,27.48,0.0,2.54,21.23,Baghpat,28.94
2016-09-08,28.07,0.0,2.51,20.48,Baghpat,28.94
2016-09-09,28.34,0.11,2.62,21.57,Baghpat,28.94
2016-09-10,28.37,0.0,2.4,22.0,Baghpat,28.94
2016-09-11,28.52,0.18,2.2,21.93,Baghpat,28.94
2016-09-12,28.82,0.7,2.26,20.64,Baghpat,28.94
2016-09-13,29.04,0.03,1.37,18.39,Baghpat,28.94
2016-09-14,29.65,1.01,0.94,18.55,Baghpat,28.94
2016-09-15,29.36,0.21,1.37,19.91,Baghpat,28.94
2016-09-16,29.6,0.01,1.28,20.29,Baghpat,28.94
2016-09-17,30.08,0.01,0.93,19.48,Baghpat,28.94
2016-09-18,29.9,0.14,0.78,19.16,Baghpat,28.94
2016-09-19,30.11,0.31,1.04,19.86,Baghpat,28.94
2016-09-20,31.21,0.19,0.64,20.01,Baghpat,28.94
2016-09-21,30.91,7.54,1.03,18.09,Baghpat,28.94
2016-09-22,28.29,10.8,1.0,14.99,Baghpat,28.94
2016-09-23,29.11,0.24,0.74,19.12,Baghpat,28.94
2016-09-24,28.99,0.01,1.01,18.35,Baghpat,28.94
2016-09-25,29.27,0.01,0.9,18.7,Baghpat,28.94
2016-09-26,29.12,3.23,1.02,17.95,Baghpat,28.94
2016-09-27,28.58,0.64,1.1,17.39,Baghpat,28.94
2016-09-28,29.68,0.0,0.85,17.74,Baghpat,28.94
2016-09-29,29.61,0.0,0.8,16.48,Baghpat,28.94
2016-09-30,30.19,0.0,0.84,17.88,Baghpat,28.94
2016-10-01,30.64,0.0,0.85,18.35,Baghpat,28.94
2016-10-02,31.25,0.0,0.66,17.32,Baghpat,28.94
2016-10-03,30.64,0.01,1.08,16.81,Baghpat,28.94
2016-10-04,30.41,2.43,0.97,12.26,Baghpat,28.94
2016-10-05,28.87,0.21,1.24,8.85,Baghpat,28.94
2016-10-06,28.53,0.63,0.99,10.91,Baghpat,28.94
2016-10-07,28.45,0.08,1.91,15.46,Baghpat,28.94
2016-10-08,28.26,0.0,1.5,16.82,Baghpat,28.94
2016-10-09,27.87,0.01,1.23,18.25,Baghpat,28.94
2016-10-10,27.31,0.0,1.59,15.95,Baghpat,28.94
2016-10-11,26.32,0.0,2.2,19.36,Baghpat,28.94
2016-10-12,25.46,0.0,2.24,19.49,Baghpat,28.94
2016-10-13,25.24,0.0,2.49,20.18,Baghpat,28.94
2016-10-14,24.79,0.0,1.93,19.81,Baghpat,28.94
2016-10-15,24.9,0.0,1.85,18.6,Baghpat,28.94
2016-10-16,25.06,0.0,1.83,17.72,Baghpat,28.94
2016-10-17,25.21,0.0,1.8,17.66,Baghpat,28.94
2016-10-18,24.73,0.0,1.63,17.51,Baghpat,28.94
2016-10-19,24.89,0.0,1.56,17.87,Baghpat,28.94
2016-10-20,24.68,0.0,2.02,18.85,Baghpat,28.94
2016-10-21,24.74,0.0,1.98,18.61,Baghpat,28.94
2016-10-22,24.56,0.0,2.38,18.45,Baghpat,28.94
2016-10-23,23.71,0.0,2.61,16.73,Baghpat,28.94
2016-10-24,23.62,0.0,2.38,17.18,Baghpat,28.94
2016-10-25,23.89,0.0,2.1,17.49,Baghpat,28.94
2016-10-26,23.87,0.0,1.79,15.82,Baghpat,28.94
2016-10-27,22.86,0.0,2.05,15.57,Baghpat,28.94
2016-10-28,21.97,0.0,1.95,14.38,Baghpat,28.94
2016-10-29,23.85,0.0,0.92,13.68,Baghpat,28.94
2016-10-30,21.66,0.0,0.73,12.35,Baghpat,28.94
2016-10-31,21.69,0.0,1.0,12.36,Baghpat,28.94
2016-11-01,21.34,0.0,1.42,12.66,Baghpat,28.94
2016-11-02,21.55,0.0,1.19,12.79,Baghpat,28.94
2016-11-03,22.08,0.0,1.05,14.8,Baghpat,28.94
2016-11-04,21.52,0.0,1.62,14.11,Baghpat,28.94
2016-11-05,20.05,0.0,1.68,9.0,Baghpat,28.94
2016-11-06,20.22,0.0,1.67,10.22,Baghpat,28.94
2016-11-07,20.39,0.0,2.49,13.4,Baghpat,28.94
2016-11-08,19.53,0.0,2.79,13.49,Baghpat,28.94
2016-11-09,19.92,0.0,2.24,13.71,Baghpat,28.94
2016-11-10,20.49,0.0,1.24,14.7,Baghpat,28.94
2016-11-11,21.31,0.0,1.05,14.37,Baghpat,28.94
2016-11-12,21.9,0.0,1.01,13.81,Baghpat,28.94
2016-11-13,21.94,0.0,0.92,13.6,Baghpat,28.94
2016-11-14,20.38,0.0,1.38,12.73,Baghpat,28.94
2016-11-15,19.33,0.0,1.62,12.05,Baghpat,28.94
2016-11-16,18.76,0.0,2.17,12.47,Baghpat,28.94
2016-11-17,18.66,0.0,2.95,13.53,Baghpat,28.94
2016-11-18,17.88,0.0,2.34,13.88,Baghpat,28.94
2016-11-19,19.23,0.0,1.56,13.77,Baghpat,28.94
2016-11-20,20.8,0.0,0.83,13.54,Baghpat,28.94
2016-11-21,20.32,0.0,1.44,14.5,Baghpat,28.94
2016-11-22,20.12,0.0,2.37,15.23,Baghpat,28.94
2016-11-23,19.86,0.0,2.19,15.02,Baghpat,28.94
2016-11-24,20.48,0.0,2.71,13.51,Baghpat,28.94
2016-11-25,21.79,0.0,4.1,14.62,Baghpat,28.94
2016-11-26,21.66,0.0,3.45,14.55,Baghpat,28.94
2016-11-27,21.13,0.0,3.38,14.79,Baghpat,28.94
2016-11-28,20.16,0.0,2.8,14.85,Baghpat,28.94
2016-11-29,19.99,0.0,1.08,13.09,Baghpat,28.94
2016-11-30,19.14,0.0,1.21,10.16,Baghpat,28.94
2016-12-01,19.24,0.0,1.09,8.79,Baghpat,28.94
2016-12-02,17.58,0.0,1.6,9.07,Baghpat,28.94
2016-12-03,17.26,0.0,1.76,11.77,Baghpat,28.94
2016-12-04,16.87,0.0,1.87,12.83,Baghpat,28.94
2016-12-05,16.87,0.0,2.03,12.78,Baghpat,28.94
2016-12-06,18.55,0.0,0.97,10.27,Baghpat,28.94
2016-12-07,18.78,0.0,1.12,8.57,Baghpat,28.94
2016-12-08,18.39,0.0,1.21,8.87,Baghpat,28.94
2016-12-09,18.49,0.0,0.76,9.94,Baghpat,28.94
2016-12-10,19.59,0.0,1.04,8.72,Baghpat,28.94
2016-12-11,19.36,0.0,1.31,11.41,Baghpat,28.94
2016-12-12,17.88,0.0,2.08,12.36,Baghpat,28.94
2016-12-13,18.04,0.0,2.25,11.25,Baghpat,28.94
2016-12-14,17.06,0.0,2.56,11.92,Baghpat,28.94
2016-12-15,15.65,0.0,2.52,13.37,Baghpat,28.94
2016-12-16,15.46,0.0,1.7,13.03,Baghpat,28.94
2016-12-17,15.16,0.0,1.94,11.76,Baghpat,28.94
2016-12-18,14.97,0.0,1.8,12.49,Baghpat,28.94
2016-12-19,15.07,0.0,2.54,11.89,Baghpat,28.94
2016-12-20,15.96,0.0,3.63,13.34,Baghpat,28.94
2016-12-21,15.59,0.0,3.11,14.01,Baghpat,28.94
2016-12-22,15.52,0.0,1.69,13.5,Baghpat,28.94
2016-12-23,16.94,0.0,1.08,12.83,Baghpat,28.94
2016-12-24,16.32,0.0,1.33,11.44,Baghpat,28.94
2016-12-25,14.18,0.1,1.63,7.94,Baghpat,28.94
2016-12-26,14.21,0.19,2.49,11.85,Baghpat,28.94
2016-12-27,14.29,0.0,2.03,13.12,Baghpat,28.94
2016-12-28,15.82,0.0,1.55,12.61,Baghpat,28.94
2016-12-29,14.83,0.0,1.37,8.96,Baghpat,28.94
2016-12-30,13.53,0.0,1.51,7.64,Baghpat,28.94
2016-12-31,13.13,0.0,1.66,8.51,Baghpat,28.94
2017-01-01,15.38,0.26,1.57,10.55,Baghpat,28.94
2017-01-02,16.15,0.06,1.32,9.81,Baghpat,28.94
2017-01-03,16.15,0.0,1.34,11.2,Baghpat,28.94
2017-01-04,17.18,0.0,1.32,10.81,Baghpat,28.94
2017-01-05,17.63,0.0,1.14,11.26,Baghpat,28.94
2017-01-06,16.97,0.16,2.02,11.45,Baghpat,28.94
2017-01-07,14.61,9.11,2.1,2.81,Baghpat,28.94
2017-01-08,13.01,0.0,1.07,8.94,Baghpat,28.94
2017-01-09,11.5,0.0,1.98,10.69,Baghpat,28.94
2017-01-10,9.65,0.0,2.64,13.9,Baghpat,28.94
2017-01-11,8.61,0.0,2.26,14.55,Baghpat,28.94
2017-01-12,8.96,0.11,2.08,13.35,Baghpat,28.94
2017-01-13,9.84,0.0,1.8,12.48,Baghpat,28.94
2017-01-14,10.64,0.01,1.57,11.53,Baghpat,28.94
2017-01-15,14.24,0.04,1.03,12.34,Baghpat,28.94
2017-01-16,13.67,0.05,1.83,11.32,Baghpat,28.94
2017-01-17,10.74,0.02,1.83,10.41,Baghpat,28.94
2017-01-18,12.32,0.0,1.94,12.4,Baghpat,28.94
2017-01-19,12.44,0.0,2.84,13.94,Baghpat,28.94
2017-01-20,12.03,0.0,2.62,14.61,Baghpat,28.94
2017-01-21,13.63,0.0,1.86,8.56,Baghpat,28.94
2017-01-22,16.48,0.01,1.9,10.02,Baghpat,28.94
2017-01-23,16.27,0.0,2.18,12.26,Baghpat,28.94
2017-01-24,16.04,0.0,1.62,12.2,Baghpat,28.94
2017-01-25,19.0,0.01,1.93,10.15,Baghpat,28.94
2017-01-26,18.56,4.85,2.77,4.17,Baghpat,28.94
2017-01-27,13.94,11.51,1.8,11.32,Baghpat,28.94
2017-01-28,14.04,0.0,2.36,12.82,Baghpat,28.94
2017-01-29,15.82,0.0,2.63,13.14,Baghpat,28.94
2017-01-30,16.03,0.0,1.65,13.41,Baghpat,28.94
2017-01-31,16.03,0.0,1.96,14.06,Baghpat,28.94
2017-02-01,15.14,0.0,1.93,14.63,Baghpat,28.94
2017-02-02,15.05,0.0,1.14,13.23,Baghpat,28.94
2017-02-03,16.0,0.0,1.42,13.18,Baghpat,28.94
2017-02-04,17.64,0.0,2.01,11.59,Baghpat,28.94
2017-02-05,17.23,0.77,1.64,8.86,Baghpat,28.94
2017-02-06,15.51,0.13,2.44,13.37,Baghpat,28.94
2017-02-07,13.89,0.0,2.38,16.87,Baghpat,28.94
2017-02-08,15.35,0.0,1.71,15.92,Baghpat,28.94
2017-02-09,14.48,0.0,2.44,16.88,Baghpat,28.94
2017-02-10,14.06,0.0,2.22,17.95,Baghpat,28.94
2017-02-11,15.3,0.0,1.39,16.79,Baghpat,28.94
2017-02-12,15.67,0.0,1.13,13.9,Baghpat,28.94
2017-02-13,15.81,0.0,2.01,16.15,Baghpat,28.94
2017-02-14,16.46,0.0,2.24,17.82,Baghpat,28.94
2017-02-15,18.32,0.0,2.04,16.92,Baghpat,28.94
2017-02-16,21.23,0.0,3.11,15.26,Baghpat,28.94
2017-02-17,20.52,0.0,2.8,13.58,Baghpat,28.94
2017-02-18,21.35,0.0,2.58,17.04,Baghpat,28.94
2017-02-19,22.7,0.0,2.02,17.51,Baghpat,28.94
2017-02-20,23.2,0.02,1.79,17.38,Baghpat,28.94
2017-02-21,19.02,0.23,2.26,17.17,Baghpat,28.94
2017-02-22,18.3,0.0,2.12,19.74,Baghpat,28.94
2017-02-23,17.52,0.0,3.16,20.44,Baghpat,28.94
2017-02-24,17.87,0.0,3.83,21.09,Baghpat,28.94
2017-02-25,19.01,0.0,3.46,20.44,Baghpat,28.94
2017-02-26,19.39,0.0,2.65,20.92,Baghpat,28.94
2017-02-27,19.68,0.0,2.25,20.08,Baghpat,28.94
2017-02-28,22.04,0.0,1.82,18.11,Baghpat,28.94
2017-03-01,23.47,0.22,1.52,14.91,Baghpat,28.94
2017-03-02,22.05,0.4,1.71,12.94,Baghpat,28.94
2017-03-03,20.42,0.0,2.26,17.21,Baghpat,28.94
2017-03-04,18.91,0.0,2.3,21.76,Baghpat,28.94
2017-03-05,19.41,0.0,3.07,21.5,Baghpat,28.94
2017-03-06,20.69,0.0,2.85,21.44,Baghpat,28.94
2017-03-07,21.74,0.0,1.54,17.82,Baghpat,28.94
2017-03-08,21.81,0.18,2.58,15.66,Baghpat,28.94
2017-03-09,21.69,3.15,1.69,16.82,Baghpat,28.94
2017-03-10,19.92,3.97,2.44,14.92,Baghpat,28.94
2017-03-11,17.3,2.71,1.85,16.78,Baghpat,28.94
2017-03-12,16.7,0.0,2.05,21.1,Baghpat,28.94
2017-03-13,16.71,0.0,2.55,21.48,Baghpat,28.94
2017-03-14,18.09,0.0,1.69,20.91,Baghpat,28.94
2017-03-15,19.73,0.0,2.24,21.55,Baghpat,28.94
2017-03-16,21.86,0.04,2.15,19.68,Baghpat,28.94
2017-03-17,21.3,0.03,2.79,22.11,Baghpat,28.94
2017-03-18,21.95,0.0,2.16,21.27,Baghpat,28.94
2017-03-19,22.66,0.0,2.12,18.91,Baghpat,28.94
2017-03-20,23.26,0.0,2.69,22.58,Baghpat,28.94
2017-03-21,25.18,0.0,2.83,22.17,Baghpat,28.94
2017-03-22,27.55,0.0,2.91,23.1,Baghpat,28.94
2017-03-23,28.44,0.0,2.03,22.25,Baghpat,28.94
2017-03-24,28.05,0.0,2.39,20.28,Baghpat,28.94
2017-03-25,27.04,0.0,3.01,23.67,Baghpat,28.94
2017-03-26,28.61,0.0,3.81,24.22,Baghpat,28.94
2017-03-27,29.88,0.0,3.63,23.98,Baghpat,28.94
2017-03-28,30.43,0.0,2.98,23.07,Baghpat,28.94
2017-03-29,31.65,0.0,3.15,23.94,Baghpat,28.94
2017-03-30,31.98,0.0,3.7,24.02,Baghpat,28.94
2017-03-31,31.93,0.0,2.52,22.21,Baghpat,28.94
2017-04-01,31.84,0.0,3.04,24.53,Baghpat,28.94
2017-04-02,31.27,0.0,3.19,24.38,Baghpat,28.94
2017-04-03,30.9,0.0,2.74,24.84,Baghpat,28.94
2017-04-04,30.99,0.0,1.81,19.4,Baghpat,28.94
2017-04-05,31.47,9.38,2.24,21.68,Baghpat,28.94
2017-04-06,29.11,1.63,3.98,23.22,Baghpat,28.94
2017-04-07,25.95,0.01,1.88,20.84,Baghpat,28.94
2017-04-08,25.72,0.0,2.31,24.92,Baghpat,28.94
2017-04-09,25.16,0.0,3.91,27.05,Baghpat,28.94
2017-04-10,26.02,0.0,4.68,27.79,Baghpat,28.94
2017-04-11,27.74,0.0,4.23,27.19,Baghpat,28.94
2017-04-12,29.29,0.0,2.88,26.55,Baghpat,28.94
2017-04-13,30.86,0.0,1.57,25.66,Baghpat,28.94
2017-04-14,32.08,0.0,1.46,24.55,Baghpat,28.94
2017-04-15,33.25,0.0,2.3,25.38,Baghpat,28.94
2017-04-16,33.47,0.0,1.57,26.6,Baghpat,28.94
2017-04-17,34.1,0.0,1.72,25.0,Baghpat,28.94
2017-04-18,34.91,0.0,2.17,24.83,Baghpat,28.94
2017-04-19,34.86,0.0,3.01,25.66,Baghpat,28.94
2017-04-20,35.65,0.0,2.03,25.55,Baghpat,28.94
2017-04-21,35.77,0.0,1.72,23.12,Baghpat,28.94
2017-04-22,35.63,0.35,2.22,22.03,Baghpat,28.94
2017-04-23,33.9,1.78,2.96,24.05,Baghpat,28.94
2017-04-24,32.86,0.0,3.24,24.43,Baghpat,28.94
2017-04-25,31.6,0.0,3.76,26.47,Baghpat,28.94
